tkstatusid;ticketid;description;reportdate;changedate;internalpriority;siteid;ownergroup;decimal_duration;new_decimal_duration;empresa;sede;area;target;region;tec_solution;rca_ts;ttk_tigo_star;reportedpriority;indicatedpriority;isglobal;relatedtoglobal
12622487;6057417;BANRURAL  ID 71712 SE VERIFICO EL PUERTO;25/07/2017 12:08;25/07/2017 14:10;3;OT;RF-HHT04;0.11;0.11;Masscardy;HUEHUETENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12622526;6057417;BANRURAL  ID 71712 SE VERIFICO EL PUERTO;25/07/2017 12:08;25/07/2017 14:17;3;OT;RF-HHT02;2.63;2.63;Masscardy;HUEHUETENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12621857;6057435;INCIDENTE DE NODO OPTICO TO4653A;25/07/2017 12:24;25/07/2017 12:36;NA;TH;PEINGCTR;0.07;0.07;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12622272;6057435;INCIDENTE DE NODO OPTICO TO4653A;25/07/2017 12:24;25/07/2017 13:42;NA;TH;PEINGCTR;1.91;1.91;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12623035;6057598;FALLA CORE TX - AFECTACION;25/07/2017 14:50;25/07/2017 15:20;3;OT;MASS-TX;0.31;0.31;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12623172;6057598;FALLA CORE TX - AFECTACION;25/07/2017 14:50;25/07/2017 15:39;3;OT;RF-PTN02;5.04;5.04;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12623934;6057615;MICROONDA HHT797 DOWN, HHT799 HUAWEI GI1;25/07/2017 15:03;25/07/2017 17:11;3;OT;RF-HHT04;0.42;0.42;Masscardy;HUEHUETENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12623298;6057669;FALLA CORE TX - RIESGO;25/07/2017 15:47;25/07/2017 15:52;2;OT;MASS-TX;0.27;0.27;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12623417;6057669;FALLA CORE TX - RIESGO;25/07/2017 15:47;25/07/2017 16:08;2;OT;PW-GUA03;0.64;0.64;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12628123;6057697;FALLA TELEFONIA;25/07/2017 16:14;26/07/2017 08:12;5;BUC;PEBUCOW;1.38;1.38;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12623819;6057733;FALLA CORE TX - REVISAR;25/07/2017 16:49;25/07/2017 16:56;2;OT;MASS-TX;0.4;0.4;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;4;2;NA;NA
12624004;6057733;FALLA CORE TX - REVISAR;25/07/2017 16:49;25/07/2017 17:20;2;OT;PW-AVP01;2.69;2.69;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;4;2;NA;NA
12624170;6057772;FALLA CORE TX - AFECTACION;25/07/2017 17:23;25/07/2017 17:47;3;OT;MASS-TX;0.16;0.16;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12624260;6057772;FALLA CORE TX - AFECTACION;25/07/2017 17:23;25/07/2017 17:57;3;OT;RF-PTN02;1.05;1.05;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12626247;6057824;FALLA DATOS;25/07/2017 19:30;25/07/2017 22:31;5;BUC;RF-BVP01;3.08;3.08;Masscardy;BAJA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12626033;6057827;FALLA CORE TX - AFECTACION;25/07/2017 19:44;25/07/2017 20:12;3;OT;PESOLSCH;3.75;3.75;Soltec;SUCHITEPEQUEZ;PLEX;4;RURAL;CORE;NA;SI APLICA;4;2;1;NA
12626319;6057863;INCIDENTE DE NODO ÓPTICO RD4742B;25/07/2017 23:27;25/07/2017 23:41;NA;TH;PEINGCTR;1.77;1.77;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;SIN INTERVENCION;NO APLICA;NA;NA;NA;NA
12626520;6057876;FALLA CORE TX - AFECTACION;26/07/2017 00:41;26/07/2017 01:13;3;OT;MASS-TX;0.02;0.02;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12626529;6057876;FALLA CORE TX - AFECTACION;26/07/2017 00:41;26/07/2017 01:19;3;OT;MASS-TX;2.19;2.19;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12626679;6057876;FALLA CORE TX - AFECTACION;26/07/2017 00:41;26/07/2017 03:31;3;OT;RF-SOL01;0.01;0.01;Masscardy;SOLOLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12626680;6057876;FALLA CORE TX - AFECTACION;26/07/2017 00:41;26/07/2017 03:31;3;OT;RF-SCH01;15.19;15.19;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12626552;6057882;FALLA CORE TX - AFECTACION;26/07/2017 00:59;26/07/2017 01:28;3;OT;PESOLPTN;4.4;4.4;Soltec;LA LIBERTAD PETEN;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12626633;6057912;FALLA CORE TX - RIESGO;26/07/2017 02:02;26/07/2017 02:26;2;OT;MASS-TX;1.13;1.13;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12626681;6057912;FALLA CORE TX - RIESGO;26/07/2017 02:02;26/07/2017 03:34;2;OT;RF-GUA03;2.47;2.47;Masscardy;GUATEMALA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12626677;6057915;FALLA CORE TX - AFECTACION;26/07/2017 03:18;26/07/2017 03:29;3;OT;MASS-TX;0.14;0.14;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12626684;6057915;FALLA CORE TX - AFECTACION;26/07/2017 03:18;26/07/2017 03:37;3;OT;RF-QTZ01;6.64;6.64;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12627291;6058119;ATN CAÍDA ACC.ATN950B.AVHE.QTZ151.1;26/07/2017 05:20;26/07/2017 05:51;3;OT;RF-REU02;0.18;0.18;Masscardy;RETALHULEU;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;1
12627339;6058119;ATN CAÍDA ACC.ATN950B.AVHE.QTZ151.1;26/07/2017 05:20;26/07/2017 06:05;3;OT;RF-QTZ01;4.17;4.17;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;1
12627312;6058127;CAÍDO ATN ACC.ATN910.IBMA.SCH850.1;26/07/2017 05:35;26/07/2017 05:57;3;OT;RF-REU02;0.09;0.09;Masscardy;RETALHULEU;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;1
12627342;6058127;CAÍDO ATN ACC.ATN910.IBMA.SCH850.1;26/07/2017 05:35;26/07/2017 06:06;3;OT;RF-SCH01;12.61;12.61;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;1
12627348;6058141;CAÍDA ATN ACC.ATN910B.RIND.SCH024.1 (RAD;26/07/2017 05:56;26/07/2017 06:07;3;OT;MASS-TX;0.16;0.16;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12627382;6058141;CAÍDA ATN ACC.ATN910B.RIND.SCH024.1 (RAD;26/07/2017 05:56;26/07/2017 06:17;3;OT;RF-REU02;3.33;3.33;Masscardy;RETALHULEU;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12627379;6058153;CAÍDA ATN ACC.ATN910.LFLO.SCH948.1;26/07/2017 06:06;26/07/2017 06:16;3;OT;MASS-TX;0.09;0.09;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12627397;6058153;CAÍDA ATN ACC.ATN910.LFLO.SCH948.1;26/07/2017 06:06;26/07/2017 06:21;3;OT;RF-SCH01;12.48;12.48;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12627817;6058192;FALLA CORE TX - AFECTACION;26/07/2017 07:00;26/07/2017 07:34;3;OT;MASS-TX;0.16;0.16;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12627890;6058192;FALLA CORE TX - AFECTACION;26/07/2017 07:00;26/07/2017 07:43;3;OT;RF-QTZ01;2.78;2.78;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12629699;6058192;FALLA CORE TX - AFECTACION;26/07/2017 07:00;26/07/2017 10:30;3;OT;PESOLCOA;2.18;2.18;Soltec;COATEPEQUE;PLEX;4;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12627959;6058205;FALLA CORE TX - AFECTACION;26/07/2017 07:20;26/07/2017 07:49;3;OT;MASS-TX;0.67;0.67;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12628249;6058205;FALLA CORE TX - AFECTACION;26/07/2017 07:20;26/07/2017 08:29;3;OT;RF-SCH01;2.52;2.52;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12628716;6058295;FALLA CORE TX - RIESGO;26/07/2017 08:56;26/07/2017 09:12;2;OT;MASS-TX;0.25;0.25;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12628884;6058295;FALLA CORE TX - RIESGO;26/07/2017 08:56;26/07/2017 09:31;2;OT;RF-ESC03;1.62;1.62;Masscardy;ESCUINTLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12628880;6058339;FALLA CORE TX - RIESGO;26/07/2017 09:09;26/07/2017 09:30;2;OT;MASS-TX;0.29;0.29;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12629137;6058339;FALLA CORE TX - RIESGO;26/07/2017 09:09;26/07/2017 09:47;2;OT;RF-PTN02;0.1;0.1;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12629241;6058389;INCIDENTE DE NODO OPTICO RD3541A;26/07/2017 09:43;26/07/2017 09:58;NA;TH;PEINGCTR;0.12;0.12;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;SIN INTERVENCION;NO APLICA;NA;NA;NA;NA
12630391;6058521;FALLA CORE TX - AFECTACION;26/07/2017 11:06;26/07/2017 11:34;3;OT;MASS-TX;0.1;0.1;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12630441;6058521;FALLA CORE TX - AFECTACION;26/07/2017 11:06;26/07/2017 11:40;3;OT;RF-SCH01;7.12;7.12;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12630447;6058532;FALLA INTERNET;26/07/2017 11:14;26/07/2017 11:41;5;BUC;PEBUCSMR;1.2;1.2;Soltec;SAN MARCOS;PLEX;3;RURAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12631320;6058673;FALLA CORE TX - AFECTACION;26/07/2017 12:46;26/07/2017 13:09;3;OT;MASS-TX;0.32;0.32;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12631459;6058673;FALLA CORE TX - AFECTACION;26/07/2017 12:46;26/07/2017 13:29;3;OT;RF-SCH01;6.09;6.09;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12631442;6058679;FALLA CORE TX - RIESGO;26/07/2017 12:51;26/07/2017 13:22;2;OT;MASS-TX;1.01;1.01;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12631429;6058684;FALLA CORE TX - RIESGO;26/07/2017 12:53;26/07/2017 13:20;2;OT;MASS-TX;0.22;0.22;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12631861;6058742;FALLA CORE TX - RIESGO;26/07/2017 13:55;26/07/2017 14:24;2;OT;MASS-TX;0.23;0.23;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12632042;6058742;FALLA CORE TX - RIESGO;26/07/2017 13:55;26/07/2017 14:38;2;OT;RF-PTN03;16.68;16.68;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12632269;6058777;FALLA DATOS;26/07/2017 14:28;26/07/2017 15:02;5;BUC;PEBUCESC;0.99;0.99;Ingetelca;ESCUINTLA;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12633089;6058793;FALLA CORE TX - RIESGO;26/07/2017 14:41;26/07/2017 16:14;2;OT;MASS-TX;0.63;0.63;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12633623;6058793;FALLA CORE TX - RIESGO;26/07/2017 14:41;26/07/2017 16:52;2;OT;RF-TTN01;1.14;1.14;Masscardy;TOTONICAN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12634358;6058793;FALLA CORE TX - RIESGO;26/07/2017 14:41;26/07/2017 18:00;2;OT;PW-TTN01;15.86;15.86;Masscardy;TOTONICAN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12633756;6058941;FALLA TELEFONIA;26/07/2017 15:33;26/07/2017 17:06;4;BUC;PEBUCESC;0.06;0.06;Ingetelca;ESCUINTLA;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12633843;6058941;FALLA TELEFONIA;26/07/2017 15:33;26/07/2017 17:11;4;BUC;PEBUCESC;1.86;1.86;Ingetelca;ESCUINTLA;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12633369;6058999;FALLA CORE TX - RIESGO;26/07/2017 16:09;26/07/2017 16:32;2;OT;MASS-TX;0.58;0.58;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12633757;6058999;FALLA CORE TX - RIESGO;26/07/2017 16:09;26/07/2017 17:07;2;OT;PW-AVP01;1.82;1.82;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12633405;6059035;FALLA CORE TX - RIESGO;26/07/2017 16:26;26/07/2017 16:36;2;OT;MASS-TX;1.02;1.02;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12633548;6059051;FALLA CORE TX - RIESGO;26/07/2017 16:31;26/07/2017 16:48;2;OT;MASS-TX;0.15;0.15;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12633880;6059130;INCIDENTE EN NODO OPTICO RD4642A;26/07/2017 16:57;26/07/2017 17:17;NA;TH;PEINGCTR;1.38;1.38;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12635049;6059347;FALLA CORE TX - AFECTACION;26/07/2017 18:41;26/07/2017 18:54;3;OT;MASS-TX;0.14;0.14;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12635119;6059347;FALLA CORE TX - AFECTACION;26/07/2017 18:41;26/07/2017 19:02;3;OT;RF-QTZ01;1.08;1.08;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12635614;6059347;FALLA CORE TX - AFECTACION;26/07/2017 18:41;26/07/2017 20:07;3;OT;PW-SSU02;10.99;10.99;Masscardy;GUATEMALA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12635214;6059377;FALLA CORE TX - AFECTACION;26/07/2017 18:48;26/07/2017 19:14;3;OT;MASS-TX;0.18;0.18;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12635280;6059377;FALLA CORE TX - AFECTACION;26/07/2017 18:48;26/07/2017 19:25;3;OT;RF-SCH01;0.56;0.56;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;1;NA
12635496;6059429;FALLA CORE TX - AFECTACION;26/07/2017 19:32;26/07/2017 19:47;3;OT;PESOLCOA;3.07;3.07;Soltec;COATEPEQUE;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12637020;6059614;FALLA DATOS;27/07/2017 04:33;27/07/2017 05:40;5;BUC;PEBUCOW;1.95;1.95;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12638038;6059614;FALLA DATOS;27/07/2017 04:33;27/07/2017 09:00;5;BUC;PEBUCOW;0.11;0.11;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12637036;6059643;FALLA CORE TX - REVISAR - LINK DOWN SR12;27/07/2017 05:19;27/07/2017 05:42;2;OT;PEINGSAN;0.18;0.18;Ingetelca;SANARATE;PLEX;4;RURAL;CORE;NA;SI APLICA;4;2;NA;NA
12637113;6059643;FALLA CORE TX - REVISAR - LINK DOWN SR12;27/07/2017 05:19;27/07/2017 05:53;2;OT;UFINET;2.42;2.42;Ufinet;UFINET;PLEX;4;RURAL;CORE;NA;SI APLICA;4;2;NA;NA
12637684;6059643;FALLA CORE TX - REVISAR - LINK DOWN SR12;27/07/2017 05:19;27/07/2017 08:19;2;OT;PEINGSAN;0.48;0.48;Ingetelca;SANARATE;PLEX;4;RURAL;CORE;NA;SI APLICA;4;2;NA;NA
12638180;6059643;FALLA CORE TX - REVISAR - LINK DOWN SR12;27/07/2017 05:19;27/07/2017 09:11;2;OT;PEINGSAN;1.98;1.98;Ingetelca;SANARATE;PLEX;4;RURAL;CORE;NA;SI APLICA;4;2;NA;NA
12637480;6059699;FALLA DATOS;27/07/2017 07:03;27/07/2017 07:38;5;BUC;PEBUCOW;2.53;2.53;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12637553;6059721;FALLA CORE TX - RIESGO;27/07/2017 07:38;27/07/2017 07:53;2;OT;MASS-TX;0.2;0.2;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12637615;6059721;FALLA CORE TX - RIESGO;27/07/2017 07:38;27/07/2017 08:05;2;OT;PW-QTZ02;0.87;0.87;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12638407;6059721;FALLA CORE TX - RIESGO;27/07/2017 07:38;27/07/2017 09:33;2;OT;PW-QTZ02;1.22;1.22;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12643453;6059721;FALLA CORE TX - RIESGO;27/07/2017 07:38;27/07/2017 17:51;2;OT;PW-QTZ02;2;2;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12637740;6059751;FALLA CORE TX - RIESGO;27/07/2017 07:55;27/07/2017 08:28;2;OT;MASS-TX;0.07;0.07;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12637782;6059751;FALLA CORE TX - RIESGO;27/07/2017 07:55;27/07/2017 08:32;2;OT;PW-QTZ02;0.34;0.34;Masscardy;QUETZALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12637810;6059758;FALLA TELEFONIA;27/07/2017 08:07;27/07/2017 08:37;5;BUC;PEBUCOW;1.57;1.57;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12637899;6059777;FALLA CORE TX - RIESGO;27/07/2017 08:27;27/07/2017 08:46;2;OT;MASS-TX;0.19;0.19;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12638007;6059777;FALLA CORE TX - RIESGO;27/07/2017 08:27;27/07/2017 08:57;2;OT;RF-AVP03;0.87;0.87;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12638475;6059897;FALLA CORE TX - RIESGO;27/07/2017 09:29;27/07/2017 09:40;2;OT;MASS-TX;0.55;0.55;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12638954;6059897;FALLA CORE TX - RIESGO;27/07/2017 09:29;27/07/2017 10:14;2;OT;RF-TTN02;3.77;3.77;Masscardy;TOTONICAN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12639235;6060016;FALLA CORE TX - RIESGO;27/07/2017 10:32;27/07/2017 10:38;2;OT;MASS-TX;0.19;0.19;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12639635;6060091;FALLA CORE TX - RIESGO;27/07/2017 11:08;27/07/2017 11:12;2;OT;MASS-TX;0.26;0.26;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12639813;6060091;FALLA CORE TX - RIESGO;27/07/2017 11:08;27/07/2017 11:27;2;OT;PW-GUA04;0.52;0.52;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;1;NA
12640260;6060169;INCIDENTE DE NODO OPTICO RD4642A;27/07/2017 11:49;27/07/2017 12:11;NA;TH;PEINGCTR;0.84;0.84;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12643788;6060169;INCIDENTE DE NODO OPTICO RD4642A;27/07/2017 11:49;27/07/2017 18:34;NA;TH;PEINGCTR;3.7;3.7;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12640537;6060210;FALLA CORE TX - RIESGO;27/07/2017 12:20;27/07/2017 12:37;2;OT;MASS-TX;0.18;0.18;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12640637;6060210;FALLA CORE TX - RIESGO;27/07/2017 12:20;27/07/2017 12:51;2;OT;MASS-TX;0.08;0.08;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12640674;6060210;FALLA CORE TX - RIESGO;27/07/2017 12:20;27/07/2017 12:56;2;OT;PW-GUA05;0.65;0.65;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12640428;6060214;FALLA CORE TX - RIESGO;27/07/2017 12:23;27/07/2017 12:26;5;OT;MASS-TX;0.41;0.41;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12640638;6060214;FALLA CORE TX - RIESGO;27/07/2017 12:23;27/07/2017 12:51;5;OT;PW-SRS01;1.14;1.14;Masscardy;SANTA ROSA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12641122;6060214;FALLA CORE TX - RIESGO;27/07/2017 12:23;27/07/2017 13:59;5;OT;RF-SRS02;5.07;5.07;Masscardy;SANTA ROSA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12640853;6060247;FALLA CORE TX - AFECTACION;27/07/2017 12:50;27/07/2017 13:16;3;OT;PESOLSMR;2.85;2.85;Soltec;SAN MARCOS;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12641679;6060303;FALLA CORE TX - RIESGO;27/07/2017 13:19;27/07/2017 15:03;2;OT;MASS-TX;0.15;0.15;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12641748;6060303;FALLA CORE TX - RIESGO;27/07/2017 13:19;27/07/2017 15:12;2;OT;RF-AVP03;9.51;9.51;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12682522;6060303;FALLA CORE TX - RIESGO;27/07/2017 13:19;1/08/2017 16:15;2;OT;RF-AVP03;0.94;0.94;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12645941;6060378;FALLA TELEFONIA;27/07/2017 14:32;28/07/2017 08:21;4;BUC;PEBUCOW;1.23;1.23;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12642519;6060455;FALLA CORE TX - AFECTACION;27/07/2017 14:52;27/07/2017 16:29;3;OT;PESOLSCH;0.02;0.02;Soltec;SUCHITEPEQUEZ;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12642531;6060455;FALLA CORE TX - AFECTACION;27/07/2017 14:52;27/07/2017 16:30;3;OT;PESOLSCH;0.32;0.32;Soltec;SUCHITEPEQUEZ;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12642820;6060455;FALLA CORE TX - AFECTACION;27/07/2017 14:52;27/07/2017 16:57;3;OT;PESOLSCH;1.41;1.41;Soltec;SUCHITEPEQUEZ;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;1;NA
12646264;6060598;FALLA DATOS;27/07/2017 16:28;28/07/2017 09:06;5;BUC;PEBUCOW;0.67;0.67;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12643536;6060668;FALLA CORE TX - RIESGO;27/07/2017 17:11;27/07/2017 18:05;2;OT;MASS-TX;0.48;0.48;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12643787;6060668;FALLA CORE TX - RIESGO;27/07/2017 17:11;27/07/2017 18:34;2;OT;RF-SRS01;12.63;12.63;Masscardy;SANTA ROSA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12643629;6060704;FALLA CORE TX - RIESGO;27/07/2017 17:53;27/07/2017 18:15;2;OT;MASS-TX;0.29;0.29;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12643783;6060704;FALLA CORE TX - RIESGO;27/07/2017 17:53;27/07/2017 18:32;2;OT;RF-AVP03;14.82;14.82;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12644090;6060798;INCIDENTE EN NODO OPTICO JP5651C;27/07/2017 19:26;27/07/2017 19:38;NA;TH;PEINGCTR;1.52;1.52;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
