tkstatusid;ticketid;description;reportdate;changedate;internalpriority;siteid;ownergroup;decimal_duration;new_decimal_duration;empresa;sede;area;target;region;tec_solution;rca_ts;ttk_tigo_star;reportedpriority;indicatedpriority;isglobal;relatedtoglobal
12742565;6074600;BUC,VAS,MINGOB,CÁMARA,FOCO;8/08/2017 11:20;9/08/2017 08:00;5;BUC;PEBUCOW;0.97;0.97;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12729868;6074638;FALLA CORE TX - RIESGO;8/08/2017 11:33;8/08/2017 12:01;2;OT;PEINGIZB;6.38;6.38;Ingetelca;PUERTO BARRIOS;PLEX;4;RURAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12729893;6074648;FALLA INTERNET;8/08/2017 11:37;8/08/2017 12:04;5;BUC;PEBUCAVP;2.65;2.65;Soltec;COBAN SOLTEC;PLEX;3;RURAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12730003;6074722;FALLA INTERNET;8/08/2017 12:04;8/08/2017 12:17;5;BUC;PEBUCOW;0.01;0.01;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12730029;6074722;FALLA INTERNET;8/08/2017 12:04;8/08/2017 12:20;5;BUC;PEBUCOW;1.29;1.29;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12731138;6074729;FALLA INTERNET;8/08/2017 12:08;8/08/2017 14:36;5;BUC;PEBUCESC;2.17;2.17;Ingetelca;ESCUINTLA;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12730350;6074742;FALLA DATOS / DATA SERVICE OUTAGE - TELE;8/08/2017 12:20;8/08/2017 13:01;4;ON;PEBUCOW;1.14;1.14;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12745133;6074749;BUC,VAS,MINGOB,CÁMARA,FOCO;8/08/2017 12:24;9/08/2017 09:56;5;BUC;PEBUCOW;1.4;1.4;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12738153;6075923;SECTOR FUERA DE SERVICIO ON 172.16.5.75;8/08/2017 17:00;8/08/2017 18:54;2;OT;RF-GUA04;19.1;19.1;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;3;3;NA;NA
12750074;6075923;SECTOR FUERA DE SERVICIO ON 172.16.5.75;8/08/2017 17:00;9/08/2017 16:09;2;OT;PEINGCTR;2.63;2.63;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;3;3;NA;NA
12736020;6075949;FALLA CORE TX - RIESGO;8/08/2017 17:16;8/08/2017 17:23;2;OT;MASS-TX;0.76;0.76;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12736951;6075949;FALLA CORE TX - RIESGO;8/08/2017 17:16;8/08/2017 18:09;2;OT;RF-HHT01;1.9;1.9;Masscardy;HUEHUETENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12739105;6075949;FALLA CORE TX - RIESGO;8/08/2017 17:16;8/08/2017 22:47;2;OT;MASS-TX;0.17;0.17;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12739119;6075949;FALLA CORE TX - RIESGO;8/08/2017 17:16;8/08/2017 22:57;2;OT;PW-HHT03;4.48;4.48;Masscardy;HUEHUETENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12738293;6076058;FALLA CORE TX - RIESGO;8/08/2017 19:06;8/08/2017 19:15;2;OT;MASS-TX;0.18;0.18;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12738379;6076058;FALLA CORE TX - RIESGO;8/08/2017 19:06;8/08/2017 19:26;2;OT;RF-SCH01;21.28;21.28;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12738955;6076137;FALLA CORE TX - RIESGO;8/08/2017 21:12;8/08/2017 21:27;2;OT;MASS-TX;0.23;0.23;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12738973;6076137;FALLA CORE TX - RIESGO;8/08/2017 21:12;8/08/2017 21:41;2;OT;PW-AVP04;0.16;0.16;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12745024;6076137;FALLA CORE TX - RIESGO;8/08/2017 21:12;9/08/2017 09:51;2;OT;MASS-TX;1.29;1.29;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12746766;6076137;FALLA CORE TX - RIESGO;8/08/2017 21:12;9/08/2017 11:28;2;OT;MASS-TX;0.03;0.03;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12751222;6076137;FALLA CORE TX - RIESGO;8/08/2017 21:12;9/08/2017 17:41;2;OT;MASS-TX;0.73;0.73;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12751791;6076137;FALLA CORE TX - RIESGO;8/08/2017 21:12;9/08/2017 18:25;2;OT;RF-AVP03;0.48;0.48;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12741069;6076184;INCIDENTE DE NODO ÓPTICO JP5651C;9/08/2017 00:54;9/08/2017 02:33;NA;TH;PEINGCTR;2.04;2.04;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12741064;6076191;FALLA CORE TX - AFECTACION;9/08/2017 01:14;9/08/2017 02:27;3;OT;MASS-TX;0.95;0.95;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12741156;6076191;FALLA CORE TX - AFECTACION;9/08/2017 01:14;9/08/2017 03:38;3;OT;MASS-TX;1.22;1.22;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12741263;6076191;FALLA CORE TX - AFECTACION;9/08/2017 01:14;9/08/2017 04:51;3;OT;RF-AVP02;5.5;5.5;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12741563;6076216;TRANSMISSION,VISITA PLEX RBS;9/08/2017 04:00;9/08/2017 06:30;3;OT;RF-ESC02;0.31;0.31;Masscardy;ESCUINTLA;PLIN;2.5;RURAL;CORE;NA;SI APLICA;3;5;NA;NA
12742510;6076216;TRANSMISSION,VISITA PLEX RBS;9/08/2017 04:00;9/08/2017 07:55;3;OT;PEINGRD;2.2;2.2;Ingetelca;RIO DULCE;PLEX;4;RURAL;CORE;NA;SI APLICA;3;5;NA;NA
12745318;6076216;TRANSMISSION,VISITA PLEX RBS;9/08/2017 04:00;9/08/2017 10:07;3;OT;PEINGRD;0.58;0.58;Ingetelca;RIO DULCE;PLEX;4;RURAL;CORE;NA;SI APLICA;3;5;NA;NA
12746746;6076216;TRANSMISSION,VISITA PLEX RBS;9/08/2017 04:00;9/08/2017 11:26;3;OT;PEINGRD;0.51;0.51;Ingetelca;RIO DULCE;PLEX;4;RURAL;CORE;NA;SI APLICA;3;5;NA;NA
12749773;6076216;TRANSMISSION,VISITA PLEX RBS;9/08/2017 04:00;9/08/2017 15:43;3;OT;PEINGRD;0.05;0.05;Ingetelca;RIO DULCE;PLEX;4;RURAL;CORE;NA;SI APLICA;3;5;NA;NA
12749783;6076216;TRANSMISSION,VISITA PLEX RBS;9/08/2017 04:00;9/08/2017 15:45;3;OT;PEINGCTR;2.05;2.05;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;3;5;NA;NA
12741462;6076292;FALLA CORE TX - AFECTACION;9/08/2017 05:23;9/08/2017 05:56;4;OT;MASS-TX;0.93;0.93;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12741637;6076292;FALLA CORE TX - AFECTACION;9/08/2017 05:23;9/08/2017 06:52;4;OT;PW-PTN02;0.25;0.25;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12741811;6076292;FALLA CORE TX - AFECTACION;9/08/2017 05:23;9/08/2017 07:06;4;OT;RF-PTN03;2.35;2.35;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12742325;6076320;FALLA CORE TX - RIESGO;9/08/2017 06:46;9/08/2017 07:46;2;OT;MASS-TX;0.27;0.27;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12742576;6076320;FALLA CORE TX - RIESGO;9/08/2017 06:46;9/08/2017 08:02;2;OT;RF-PTN03;2.5;2.5;Masscardy;PETEN;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12742309;6076347;FALLA CORE TX - RIESGO;9/08/2017 07:02;9/08/2017 07:42;2;OT;MASS-TX;0.48;0.48;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12742664;6076347;FALLA CORE TX - RIESGO;9/08/2017 07:02;9/08/2017 08:11;2;OT;RF-HHT03;1.11;1.11;Masscardy;HUEHUETENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12743020;6076391;FALLA CORE TX - AFECTACION;9/08/2017 08:13;9/08/2017 08:38;3;OT;MASS-TX;0.22;0.22;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12743303;6076391;FALLA CORE TX - AFECTACION;9/08/2017 08:13;9/08/2017 08:51;3;OT;RF-SCH01;3.73;3.73;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12747171;6076400;BUC,VAS,MINGOB,CÁMARA,FOCO;9/08/2017 08:20;9/08/2017 12:01;3;BUC;PEBUCOW;1.88;1.88;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12743464;6076528;FALLA CORE TX - RIESGO;9/08/2017 08:28;9/08/2017 09:00;2;OT;MASS-TX;0.53;0.53;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12744223;6076528;FALLA CORE TX - RIESGO;9/08/2017 08:28;9/08/2017 09:32;2;OT;RF-IZB03;1.58;1.58;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12743364;6076531;FALLA CORE TX - RIESGO;9/08/2017 08:31;9/08/2017 08:57;2;OT;MASS-TX;0.23;0.23;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12743695;6076531;FALLA CORE TX - RIESGO;9/08/2017 08:31;9/08/2017 09:11;2;OT;RF-IZB03;0.81;0.81;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12743596;6076558;FALLA CORE TX - RIESGO;9/08/2017 08:33;9/08/2017 09:03;2;OT;MASS-TX;0.57;0.57;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12744623;6076558;FALLA CORE TX - RIESGO;9/08/2017 08:33;9/08/2017 09:37;2;OT;RF-IZB01;1.6;1.6;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12743313;6076575;FALLA CORE TX - AFECTACION;9/08/2017 08:39;9/08/2017 08:52;3;OT;MASS-TX;0.36;0.36;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12743721;6076575;FALLA CORE TX - AFECTACION;9/08/2017 08:39;9/08/2017 09:13;3;OT;RF-IZB03;0.2;0.2;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12743922;6076577;FALLA CORE TX - AFECTACION;9/08/2017 08:41;9/08/2017 09:29;3;OT;MASS-TX;0.26;0.26;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12744689;6076577;FALLA CORE TX - AFECTACION;9/08/2017 08:41;9/08/2017 09:45;3;OT;RF-IZB02;6.6;6.6;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12745406;6076659;LENTITUD/INESTABILIDAD INTERNET;9/08/2017 09:18;9/08/2017 10:13;4;BUC;PEBUCOW;0.84;0.84;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12747218;6076703;FALLA TELEFONIA;9/08/2017 09:38;9/08/2017 12:06;5;BUC;PEBUCOW;1.77;1.77;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12745241;6076709;FALLA CORE TX - RIESGO;9/08/2017 09:45;9/08/2017 10:01;2;OT;MASS-TX;1.43;1.43;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12746748;6076709;FALLA CORE TX - RIESGO;9/08/2017 09:45;9/08/2017 11:27;2;OT;RF-SCH01;6.16;6.16;Masscardy;SUCHITEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12745661;6076766;FALLA CORE TX - AFECTACION;9/08/2017 10:16;9/08/2017 10:38;3;OT;MASS-TX;0.65;0.65;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12746587;6076797;FALLA CORE TX - AFECTACION;9/08/2017 10:30;9/08/2017 11:15;3;OT;MASS-TX;0.76;0.76;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12747172;6076797;FALLA CORE TX - AFECTACION;9/08/2017 10:30;9/08/2017 12:01;3;OT;RF-QCH03;3.91;3.91;Masscardy;QUICHE;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12747469;6076845;FALLA INTERNET;9/08/2017 10:55;9/08/2017 12:24;5;BUC;PEBUCOW;1.11;1.11;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12746962;6076898;FALLA TELEFONIA;9/08/2017 11:27;9/08/2017 11:45;4;BUC;PEBUCOW;0.96;0.96;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12747272;6076907;FALLA INTERNET;9/08/2017 11:36;9/08/2017 12:13;5;BUC;PEBUCOW;0.77;0.77;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12748523;6076907;FALLA INTERNET;9/08/2017 11:36;9/08/2017 13:57;5;BUC;PEBUCOW;0.15;0.15;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12747897;6076951;FALLA CORE TX - RIESGO;9/08/2017 11:56;9/08/2017 12:54;2;OT;MASS-TX;0.63;0.63;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12748266;6076951;FALLA CORE TX - RIESGO;9/08/2017 11:56;9/08/2017 13:32;2;OT;RF-AVP02;5.96;5.96;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12747927;6077007;FALLA CORE TX - RIESGO;9/08/2017 12:28;9/08/2017 12:57;2;OT;MASS-TX;0.53;0.53;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12748190;6077007;FALLA CORE TX - RIESGO;9/08/2017 12:28;9/08/2017 13:29;2;OT;RF-IZB01;3.35;3.35;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12748003;6077017;FALLA DATOS;9/08/2017 12:38;9/08/2017 13:04;5;BUC;PEBUCOW;0.97;0.97;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12748188;6077087;FALLA CORE TX - RIESGO;9/08/2017 13:15;9/08/2017 13:29;2;OT;MASS-TX;0.22;0.22;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12748331;6077087;FALLA CORE TX - RIESGO;9/08/2017 13:15;9/08/2017 13:42;2;OT;PW-SCT01;0.32;0.32;Masscardy;SACATEPEQUEZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12757155;6077178;FALLA DATOS;9/08/2017 14:24;10/08/2017 10:21;4;BUC;PEBUCOW;3.08;3.08;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12759119;6077178;FALLA DATOS;9/08/2017 14:24;10/08/2017 13:26;4;BUC;PEINGCTR;1.71;1.71;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;NA;NA;NA;NA
12751263;6077493;INCIDENTE EN NODO OPTICO TO4549A;9/08/2017 16:58;9/08/2017 17:44;NA;TH;PEINGCTR;0.13;0.13;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;MALA CALIDAD DE ENERGIA COMERCIAL;NO APLICA;NA;NA;NA;NA
12750931;6077494;FALLA CORE TX - RIESGO;9/08/2017 16:58;9/08/2017 17:16;2;OT;MASS-TX;0.32;0.32;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12751146;6077494;FALLA CORE TX - RIESGO;9/08/2017 16:58;9/08/2017 17:35;2;OT;RF-IZB01;17;17;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12751385;6077562;FALLA CORE TX - AFECTACION;9/08/2017 17:21;9/08/2017 17:48;3;OT;MASS-TX;0.35;0.35;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12751634;6077562;FALLA CORE TX - AFECTACION;9/08/2017 17:21;9/08/2017 18:09;3;OT;RF-QCH03;1.33;1.33;Masscardy;QUICHE;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12751878;6077653;FALLA CORE TX - AFECTACION;9/08/2017 18:08;9/08/2017 18:35;3;OT;MASS-TX;0.11;0.11;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12751926;6077653;FALLA CORE TX - AFECTACION;9/08/2017 18:08;9/08/2017 18:41;3;OT;RF-GUA04;0.69;0.69;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12752840;6077914;FALLA CORE TX - AFECTACION;9/08/2017 19:18;9/08/2017 19:46;3;OT;MASS-TX;0.41;0.41;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12753077;6077914;FALLA CORE TX - AFECTACION;9/08/2017 19:18;9/08/2017 20:10;3;OT;RF-GUA05;0.57;0.57;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12753470;6077968;FALLA CORE TX - RIESGO;9/08/2017 20:25;9/08/2017 21:00;2;OT;MASS-TX;0.19;0.19;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12753501;6077968;FALLA CORE TX - RIESGO;9/08/2017 20:25;9/08/2017 21:11;2;OT;RF-IZB02;1.57;1.57;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12753727;6078010;FALLA CORE TX - REVISAR;9/08/2017 22:25;9/08/2017 22:41;2;OT;MASS-TX;0.09;0.09;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;4;2;NA;NA
12753742;6078010;FALLA CORE TX - REVISAR;9/08/2017 22:25;9/08/2017 22:46;2;OT;RF-AVP02;6.83;6.83;Masscardy;ALTA VERAPAZ;PLIN;2.5;RURAL;CORE;NA;SI APLICA;4;2;NA;NA
12753912;6078053;FALLA CORE TX - REVISAR;9/08/2017 23:05;9/08/2017 23:33;2;OT;PEBUCOW;1.41;1.41;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;4;2;NA;NA
12754994;6078053;FALLA CORE TX - REVISAR;9/08/2017 23:05;10/08/2017 06:35;2;OT;PEBUCOW;0.67;0.67;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;4;2;NA;NA
12755999;6078053;FALLA CORE TX - REVISAR;9/08/2017 23:05;10/08/2017 09:04;2;OT;PEBUCOW;1.34;1.34;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;4;2;NA;NA
12754178;6078099;FALLA CORE TX - REVISAR;10/08/2017 00:33;10/08/2017 00:43;2;OT;MASS-TX;0.17;0.17;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;4;2;NA;NA
12754197;6078099;FALLA CORE TX - REVISAR;10/08/2017 00:33;10/08/2017 00:54;2;OT;RF-EPG01;12.88;12.88;Masscardy;EL PROGRESO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;4;2;NA;NA
12754208;6078102;FALLA CORE TX - REVISAR;10/08/2017 00:40;10/08/2017 00:59;2;OT;MASS-TX;0.45;0.45;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;4;2;NA;NA
12754246;6078102;FALLA CORE TX - REVISAR;10/08/2017 00:40;10/08/2017 01:26;2;OT;RF-IZB03;2.61;2.61;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;4;2;NA;NA
12754228;6078103;ALARMA DE ENERGIA, NODO RIO BLANCO;10/08/2017 00:44;10/08/2017 01:10;NA;OT;MASS-TX;0.21;0.21;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;2;NA;NA
12756310;6078384;FALLA CORE TX - AFECTACION;10/08/2017 08:24;10/08/2017 09:24;3;OT;MASS-TX;0.15;0.15;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12756450;6078384;FALLA CORE TX - AFECTACION;10/08/2017 08:24;10/08/2017 09:33;3;OT;RF-IZB02;1.73;1.73;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12755912;6078395;FALLA CORE TX - RIESGO;10/08/2017 08:28;10/08/2017 08:57;2;OT;PEBUCAVP;0.81;0.81;Soltec;COBAN SOLTEC;PLEX;3;RURAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12757036;6078396;FALLA TELEFONIA;10/08/2017 08:29;10/08/2017 10:12;5;BUC;PEBUCOW;4.82;4.82;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12755938;6078405;FALLA CORE TX - RIESGO;10/08/2017 08:31;10/08/2017 08:59;2;OT;MASS-TX;0.3;0.3;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12756182;6078425;FALLA CORE TX - RIESGO;10/08/2017 08:34;10/08/2017 09:16;2;OT;MASS-TX;0.18;0.18;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12756340;6078425;FALLA CORE TX - RIESGO;10/08/2017 08:34;10/08/2017 09:27;2;OT;RF-IZB02;0.78;0.78;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12757050;6078425;FALLA CORE TX - RIESGO;10/08/2017 08:34;10/08/2017 10:14;2;OT;PW-IZB02;4.41;4.41;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12756225;6078499;FALLA CORE TX - AFECTACION;10/08/2017 08:53;10/08/2017 09:19;3;OT;MASS-TX;0.34;0.34;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12756526;6078499;FALLA CORE TX - AFECTACION;10/08/2017 08:53;10/08/2017 09:39;3;OT;RF-ATP01;1.13;1.13;Masscardy;CENTRAL;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12758276;6078525;FALLA DATOS / DATA SERVICE OUTAGE;10/08/2017 09:06;10/08/2017 11:56;1;ON;PEBUCOW;0.5;0.52;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12756707;6078577;FALLA CORE TX - AFECTACION;10/08/2017 09:27;10/08/2017 09:46;3;OT;MASS-TX;0.26;0.26;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12756856;6078577;FALLA CORE TX - AFECTACION;10/08/2017 09:27;10/08/2017 10:01;3;OT;RF-IZB02;2.09;2.09;Masscardy;IZABAL;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
12758206;6078773;FALLA DATOS;10/08/2017 11:27;10/08/2017 11:51;5;BUC;PEBUCOW;0.9;0.9;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12759342;6078773;FALLA DATOS;10/08/2017 11:27;10/08/2017 13:58;5;BUC;PEBUCOW;0.55;0.55;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12758407;6078782;FALLA CORE TX - RIESGO;10/08/2017 11:31;10/08/2017 12:11;2;OT;PEINGCTR;1.68;1.68;Ingetelca;CENTRAL;PLEX;3;CENTRAL;CORE;NA;SI APLICA;4;2;NA;NA
12759033;6078813;FALLA DATOS;10/08/2017 11:52;10/08/2017 13:15;5;BUC;PEBUCOW;1.21;1.21;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12758600;6078852;FALLA CORE TX - RIESGO;10/08/2017 12:13;10/08/2017 12:35;2;OT;MASS-TX;0.13;0.13;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12759170;6078862;FALLA INTERNET;10/08/2017 12:21;10/08/2017 13:31;5;BUC;PEBUCOW;1.97;1.97;Ingetelca;CENTRAL;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12759834;6078885;FALLA DATOS;10/08/2017 12:37;10/08/2017 15:08;5;BUC;PEBUCESC;0.87;0.87;Ingetelca;ESCUINTLA;PLEX;3;CENTRAL;BUC;NA;SI APLICA;NA;NA;NA;NA
12758997;6078894;FALLA CORE TX - RIESGO;10/08/2017 12:39;10/08/2017 13:14;2;OT;MASS-TX;0.24;0.24;Masscardy;MONITOREO;PLIN;2.5;CENTRAL;CORE;NA;SI APLICA;5;3;NA;NA
12759151;6078894;FALLA CORE TX - RIESGO;10/08/2017 12:39;10/08/2017 13:28;2;OT;PW-CHM01;0.74;0.74;Masscardy;CHIMALTENANGO;PLIN;2.5;RURAL;CORE;NA;SI APLICA;5;3;NA;NA
